콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0450CZS030,8840.00,S,0156,0153,2,0450,100.00,28,남지IC-칠서IC,0,101
0450CZS040,6890.00,S,0158,0156,2,0450,100.00,27,영산IC-남지IC,0,101
0450CZS050,11570.00,S,0125,0158,2,0450,100.00,26,창녕IC-영산IC,0,101
0450CZS060,16410.00,S,0354,0125,2,0450,100.00,25,현풍JC-창녕IC,0,101
0450CZS070,10700.00,S,0357,0354,2,0450,100.00,24,고령JC-현풍JC,0,101
0450CZS080,10620.00,S,0356,0357,2,0450,100.00,23,남성주IC-고령JC,0,101
0450CZS090,11910.00,S,0378,0356,2,0450,100.00,22,성주IC-남성주IC,0,101
0450CZS100,16710.00,S,0355,0378,2,0450,100.00,21,남김천IC-성주IC,0,101
0450CZS110,12150.00,S,0080,0355,2,0450,100.00,20,김천JC-남김천IC,0,101
0450CZS120,8920.00,S,0083,0080,2,0450,100.00,19,선산IC-김천JC,0,101
0450CZS130,15810.00,S,0369,0083,2,0450,100.00,18,낙동JC-선산IC,0,101
0450CZS140,7200.00,S,0079,0369,2,0450,110.00,17,상주IC-낙동JC,0,101
0450CZS150,13040.00,S,0040,0079,2,0450,110.00,16,북상주IC-상주IC,0,101
0450CZS160,7460.00,S,0039,0040,2,0450,110.00,15,점촌함창IC-북상주IC,0,101
0450CZS170,13980.00,S,0038,0039,2,0450,110.00,14,문경새재IC-점촌함창IC,0,101
0450CZS180,14630.00,S,0069,0038,2,0450,110.00,13,연풍IC-문경새재IC,0,101
0450CZS190,14190.00,S,0070,0069,2,0450,110.00,12,괴산IC-연풍IC,0,101
0450CZS200,14910.00,S,0072,0070,2,0450,110.00,11,충주IC-괴산IC,0,101
0450CZS210,5010.00,S,0683,0072,2,0450,110.00,10,중앙탑Hi-충주IC,0,101
0450CZS215,4160.00,S,0071,0683,2,0450,110.00,9,북충주IC-중앙탑Hi,0,101
0450CZS220,5220.00,S,0573,0071,2,0450,110.00,8,충주JC-북충주IC,0,101
0450CZS225,12090.00,S,0057,0573,2,0450,100.00,7,감곡IC-충주JC,0,101
0450CZS230,14530.00,S,0262,0057,2,0450,110.00,6,여주JC-감곡IC,0,101
0450CZS240,2340.00,S,0570,0262,2,0450,110.00,5,남여주IC-여주JC,0,101
0450CZS245,5440.00,S,0488,0570,2,0450,110.00,4,서여주IC-남여주IC,0,101
0450CZS250,9200.00,S,0489,0488,2,0450,110.00,3,북여주IC-서여주IC,0,101
0450CZS260,18510.00,S,0653,0489,2,0450,110.00,2,남양평Hi-북여주IC,0,101
0450CZS270,4760.00,S,0565,0653,2,0450,100.00,1,양평IC-남양평Hi,0,101
0500CZE005,560.00,E,0494,0287,3,0500,100.00,1,영동고속국도시점-서창JC,0,101
0500CZE010,4440.00,E,0287,0313,3,0500,100.00,2,서창JC-월곶JC,0,101
0500CZE020,2960.00,E,0313,0569,3,0500,100.00,3,월곶JC-군자JC,0,101
0500CZE025,2080.00,E,0569,0314,3,0500,100.00,4,군자JC-군자TG,0,101
0500CZE030,2500.00,E,0314,0317,3,0500,100.00,5,군자TG-서안산IC,0,101
0500CZE040,3330.00,E,0317,0318,3,0500,100.00,6,서안산IC-안산IC,0,101
0500CZE050,1230.00,E,0318,0319,3,0500,100.00,7,안산IC-안산JC,0,101
0500CZE060,5600.00,E,0319,0503,3,0500,100.00,8,안산JC-둔대JC,0,101
0500CZE065,1720.00,E,0503,0322,3,0500,100.00,9,둔대JC-군포IC,0,101
0500CZE070,1390.00,E,0322,0321,3,0500,100.00,10,군포IC-동군포IC,0,101
0500CZE080,2150.00,E,0321,0258,3,0500,100.00,11,동군포IC-부곡IC,0,101
0500CZE090,2840.00,E,0258,0269,3,0500,100.00,12,부곡IC-북수원IC,0,101
0500CZE100,6090.00,E,0269,0268,3,0500,100.00,13,북수원IC-동수원IC,0,101
0500CZE110,4900.00,E,0268,0309,3,0500,100.00,14,동수원IC-신갈JC,0,101
0500CZE120,6620.00,E,0309,0304,3,0500,100.00,15,신갈JC-마성IC,0,101
0500CZE130,4100.00,E,0304,0306,3,0500,100.00,16,마성IC-용인IC,0,101
0500CZE140,7960.00,E,0306,0307,3,0500,100.00,17,용인IC-양지IC,0,101
0500CZE150,7100.00,E,0307,0242,3,0500,100.00,18,양지IC-덕평IC,0,101
0500CZE160,5720.00,E,0242,0243,3,0500,100.00,19,덕평IC-호법JC,0,101
0500CZE170,6340.00,E,0243,0241,4,0500,100.00,20,호법JC-이천IC,0,101
0500CZE180,8660.00,E,0241,0262,4,0500,100.00,21,이천IC-여주JC,0,101
0500CZE190,6180.00,E,0262,0239,2,0500,100.00,22,여주JC-여주IC,0,101
0500CZE200,19980.00,E,0239,0073,2,0500,100.00,23,여주IC-문막IC,0,101
0500CZE210,9150.00,E,0073,0075,2,0500,100.00,24,문막IC-만종JC,0,101
0500CZE220,3800.00,E,0075,0604,2,0500,100.00,25,만종JC-원주JC,0,101
0500CZE225,2800.00,E,0604,0076,2,0500,100.00,26,원주JC-원주IC,0,101
0500CZE230,12730.00,E,0076,0028,2,0500,100.00,27,원주IC-새말IC,0,101
0500CZE240,17080.00,E,0028,0029,2,0500,100.00,28,새말IC-둔내IC,0,101
0500CZE250,16590.00,E,0029,0654,2,0500,100.00,29,둔내IC-동둔내Hi,0,101
0500CZE255,9300.00,E,0654,0031,,0500,100.00,30,동둔내Hi-면온IC,0,101
0500CZE260,6090.00,E,0031,0032,2,0500,100.00,31,면온IC-평창IC,0,101
0500CZE270,9160.00,E,0032,0033,2,0500,100.00,32,평창IC-속사IC,0,101
0500CZE280,7140.00,E,0033,0034,2,0500,100.00,33,속사IC-진부IC,0,101
0500CZE290,12850.00,E,0034,0036,2,0500,100.00,34,진부IC-대관령IC,0,101
0500CZE300,22560.00,E,0036,0024,2,0500,100.00,35,대관령IC-강릉JC,0,101
0500CZS005,560.00,S,0287,0494,3,0500,100.00,35,서창JC-영동고속국도시점,0,101
0500CZS010,4440.00,S,0313,0287,3,0500,100.00,34,월곶JC-서창JC,0,101
0500CZS020,2960.00,S,0569,0313,3,0500,100.00,33,군자TG-월곶JC,0,101
0500CZS025,2080.00,S,0314,0569,3,0500,100.00,32,군자TG-군자JC,0,101
0500CZS030,2500.00,S,0317,0314,3,0500,100.00,31,서안산IC-군자TG,0,101
0500CZS040,3330.00,S,0318,0317,3,0500,100.00,30,안산IC-서안산IC,0,101
0500CZS050,1230.00,S,0319,0318,3,0500,100.00,29,안산JC-안산IC,0,101
0500CZS060,5600.00,S,0503,0319,3,0500,100.00,28,둔대JC-안산JC,0,101
0500CZS065,1720.00,S,0322,0503,3,0500,100.00,27,군포IC-둔대JC,0,101
0500CZS070,1390.00,S,0321,0322,3,0500,100.00,26,동군포IC-군포IC,0,101
0500CZS080,2150.00,S,0258,0321,3,0500,100.00,25,부곡IC-동군포IC,0,101
0500CZS090,2840.00,S,0269,0258,3,0500,100.00,24,북수원IC-부곡IC,0,101
0500CZS100,6090.00,S,0268,0269,3,0500,100.00,23,동수원IC-북수원IC,0,101
0500CZS110,4900.00,S,0309,0268,3,0500,100.00,22,신갈JC-동수원IC,0,101
0500CZS120,6620.00,S,0304,0309,3,0500,100.00,21,마성IC-신갈JC,0,101
0500CZS130,4100.00,S,0306,0304,3,0500,100.00,20,용인IC-마성IC,0,101
0500CZS140,7960.00,S,0307,0306,3,0500,100.00,19,양지IC-용인IC,0,101
0500CZS150,7100.00,S,0242,0307,3,0500,100.00,18,덕평IC-양지IC,0,101
0500CZS160,5720.00,S,0243,0242,3,0500,100.00,17,호법JC-덕평IC,0,101
0500CZS170,6340.00,S,0241,0243,4,0500,100.00,16,이천IC-호법JC,0,101
0500CZS180,8660.00,S,0262,0241,4,0500,100.00,15,여주JC-이천IC,0,101
0500CZS190,6180.00,S,0239,0262,2,0500,100.00,14,여주IC-여주JC,0,101
0500CZS200,19980.00,S,0073,0239,2,0500,100.00,13,문막IC-여주IC,0,101
0500CZS210,9150.00,S,0075,0073,2,0500,100.00,12,만종JC-문막IC,0,101
0500CZS220,3800.00,S,0604,0075,2,0500,100.00,11,원주JC-만종JC,0,101
0500CZS225,2800.00,S,0076,0604,2,0500,100.00,10,원주IC-원주JC,0,101
0500CZS230,12730.00,S,0028,0076,2,0500,100.00,9,새말IC-원주IC,0,101
0500CZS240,17080.00,S,0029,0028,2,0500,80.00,8,둔내IC-새말IC,0,101
0500CZS250,16590.00,S,0654,0029,2,0500,100.00,7,동둔내Hi-둔내IC,0,101
0500CZS255,9300.00,S,0031,0654,,0500,100.00,6,면온IC-동둔내Hi,0,101
0500CZS260,6090.00,S,0032,0031,2,0500,100.00,5,평창IC-면온IC,0,101
0500CZS270,9160.00,S,0033,0032,2,0500,100.00,4,속사IC-평창IC,0,101
0500CZS280,7140.00,S,0034,0033,2,0500,100.00,3,진부IC-속사IC,0,101
0500CZS290,12850.00,S,0036,0034,2,0500,100.00,2,대관령IC-진부IC,0,101
0500CZS300,22560.00,S,0024,0036,2,0500,100.00,1,강릉JC-대관령IC,0,101
0520CZE090,4400.00,E,0596,0609,2,0520,100.00,1,경기광주JC-곤지암1터널,0,109
0520CZE100,3900.00,E,0609,0597,4,0520,100.00,2,곤지암1터널-동곤지암IC,0,109
0520CZE110,10200.00,E,0597,0598,4,0520,100.00,3,동곤지암IC-흥천이포IC,0,109
0520CZE120,6000.00,E,0598,0599,4,0520,100.00,4,흥천이포IC-대신IC,0,109
0520CZE130,8600.00,E,0599,0600,4,0520,100.00,5,대신IC-동여주IC,0,109
0520CZE140,7200.00,E,0600,0601,4,0520,100.00,6,동여주IC-동양평IC,0,109
0520CZE150,8400.00,E,0601,0602,4,0520,100.00,7,동양평IC-서원주IC,0,109
0520CZE160,4100.00,E,0602,0603,4,0520,100.00,8,서원주IC-신평JC,0,109
0520CZE170,4100.00,E,0603,0604,4,0520,100.00,9,신평JC-원주JC,0,109
0520CZS090,4400.00,S,0609,0596,2,0520,100.00,9,곤지암1터널-경기광주JC,0,109
0520CZS100,3900.00,S,0597,0609,4,0520,100.00,8,동곤지암IC-곤지암1터널,0,109
0520CZS110,10200.00,S,0598,0597,4,0520,100.00,7,흥천이포IC-동곤지암IC,0,109
0520CZS120,6000.00,S,0599,0598,4,0520,100.00,6,대신IC-흥천이포IC,0,109
0520CZS130,8600.00,S,0600,0599,4,0520,100.00,5,동여주IC-대신IC,0,109
0520CZS140,7200.00,S,0601,0600,4,0520,100.00,4,동양평IC-동여주IC,0,109
0520CZS150,8400.00,S,0602,0601,4,0520,100.00,3,서원주IC-동양평IC,0,109
0520CZS160,4100.00,S,0603,0602,4,0520,100.00,2,신평JC-서원주IC,0,109
0520CZS170,4100.00,S,0604,0603,4,0520,100.00,1,원주JC-신평JC,0,109
0550CZE010,2940.00,E,0005,0003,2,0550,100.00,1,삼락IC-대저JC,0,101
0550CZE020,1360.00,E,0003,0448,2,0550,100.00,2,대저JC-초정IC,0,101
0550CZE030,2350.00,E,0448,0209,2,0550,100.00,3,초정IC-대동IC,0,101
0550CZE040,3270.00,E,0209,0667,2,0550,100.00,4,대동IC-대감JC,0,101
0550CZE050,1230.00,E,0667,0147,2,0550,100.00,5,대감JC-대동JC,0,101
0550CZE130,4860.00,E,0013,0011,2,0550,100.00,6,금호JC-칠곡IC,0,101
0550CZE140,13900.00,E,0011,0118,2,0550,100.00,7,칠곡IC-다부IC,0,101
0550CZE150,6280.00,E,0118,0121,2,0550,100.00,8,다부IC-가산IC,0,101
0550CZE160,7740.00,E,0121,1005,2,0550,100.00,9,가산IC-군위JC,0,101
0550CZE165,4370.00,E,1005,0081,2,0550,100.00,10,군위JC-군위IC,0,101
0550CZE170,11000.00,E,0081,0084,2,0550,100.00,11,군위IC-의성IC,0,101
0550CZE180,17950.00,E,0084,0613,2,0550,100.00,12,의성IC-안동JC,0,101
0550CZE185,4780.00,E,0613,0085,2,0550,100.00,13,안동JC-남안동IC,0,101
0550CZE190,15000.00,E,0085,0041,2,0550,100.00,14,남안동IC-서안동IC,0,101
0550CZE200,13300.00,E,0041,0042,2,0550,100.00,15,서안동IC-예천IC,0,101
0550CZE210,12100.00,E,0042,0043,2,0550,100.00,16,예천IC-영주IC,0,101
0550CZE220,10200.00,E,0043,0044,2,0550,100.00,17,영주IC-풍기IC,0,101
0550CZE230,16980.00,E,0044,0061,2,0550,100.00,18,풍기IC-단양IC,0,101
0550CZE240,14190.00,E,0061,0059,2,0550,100.00,19,단양IC-북단양IC,0,101
0550CZE250,11970.00,E,0059,0058,2,0550,100.00,20,북단양IC-남제천IC,0,101
0550CZE260,1220.00,E,0058,0578,2,0550,100.00,21,남제천IC-제천JC,0,101
0550CZE265,7080.00,E,0578,0056,2,0550,100.00,22,제천JC-제천IC,0,101
0550CZE270,12820.00,E,0056,0078,2,0550,100.00,23,제천IC-신림IC,0,101
0550CZE280,19260.00,E,0078,0074,2,0550,80.00,24,신림IC-남원주IC,0,101
0550CZE290,4760.00,E,0074,0075,2,0550,100.00,25,남원주IC-만종JC,0,101
0550CZE300,2040.00,E,0075,0603,2,0550,100.00,26,만종JC-신평JC,0,101
0550CZE305,5240.00,E,0603,0077,2,0550,100.00,27,신평JC-북원주IC,0,101
0550CZE310,10710.00,E,0077,0030,2,0550,100.00,28,북원주IC-횡성IC,0,101
0550CZE320,25980.00,E,0030,0035,2,0550,100.00,29,횡성IC-홍천IC,0,101
0550CZE330,10370.00,E,0035,0109,2,0550,100.00,30,홍천IC-춘천JC,0,101
0550CZE340,12400.00,E,0109,0501,2,0550,100.00,31,춘천JC-춘천TG,0,101
0550CZE345,2000.00,E,0501,0495,2,0550,100.00,32,춘천TG-춘천IC,0,101
0550CZE350,50.00,E,0495,0457,2,0550,100.00,33,춘천IC-중앙고속국도종점,0,101
0550CZS010,2940.00,S,0003,0005,2,0550,100.00,33,대저JC-삼락IC,0,101
0550CZS020,1360.00,S,0448,0003,2,0550,100.00,32,초정IC-대저JC,0,101
0550CZS030,2350.00,S,0209,0448,2,0550,100.00,31,대동IC-초정IC,0,101
0550CZS040,3270.00,S,0667,0209,2,0550,100.00,30,대감JC-대동IC,0,101
0550CZS050,1230.00,S,0147,0667,2,0550,100.00,29,대동JC-대감JC,0,101
0550CZS130,4860.00,S,0011,0013,2,0550,100.00,28,칠곡IC-금호JC,0,101
0550CZS140,13900.00,S,0118,0011,2,0550,100.00,27,다부IC-칠곡IC,0,101
0550CZS150,6280.00,S,0121,0118,2,0550,100.00,26,가산IC-다부IC,0,101
0550CZS160,7740.00,S,1005,0121,2,0550,100.00,25,군위JC-가산IC,0,101
0550CZS165,4370.00,S,0081,1005,2,0550,100.00,24,군위IC-군위JC,0,101
0550CZS170,11000.00,S,0084,0081,2,0550,100.00,23,의성IC-군위IC,0,101
0550CZS180,17950.00,S,0613,0084,2,0550,100.00,22,안동JC-의성IC,0,101
0550CZS185,4780.00,S,0085,0613,2,0550,100.00,21,남안동IC-안동JC,0,101
0550CZS190,15000.00,S,0041,0085,2,0550,100.00,20,서안동IC-남안동IC,0,101
0550CZS200,13300.00,S,0042,0041,2,0550,100.00,19,예천IC-서안동IC,0,101
0550CZS210,12100.00,S,0043,0042,2,0550,100.00,18,영주IC-예천IC,0,101
0550CZS220,10200.00,S,0044,0043,2,0550,100.00,17,풍기IC-영주IC,0,101
0550CZS230,16980.00,S,0061,0044,2,0550,100.00,16,단양IC-풍기IC,0,101
0550CZS240,14190.00,S,0059,0061,2,0550,100.00,15,북단양IC-단양IC,0,101
0550CZS250,11970.00,S,0058,0059,2,0550,100.00,14,남제천IC-북단양IC,0,101
0550CZS260,1220.00,S,0578,0058,2,0550,100.00,13,제천JC-남제천IC,0,101
0550CZS265,7080.00,S,0056,0578,2,0550,100.00,12,제천IC-제천JC,0,101
0550CZS270,12820.00,S,0078,0056,2,0550,100.00,11,신림IC-제천IC,0,101
0550CZS280,19260.00,S,0074,0078,2,0550,100.00,10,남원주IC-신림IC,0,101
0550CZS290,4760.00,S,0075,0074,2,0550,100.00,9,만종JC-남원주IC,0,101
0550CZS300,2040.00,S,0603,0075,2,0550,100.00,8,신평JC-만종JC,0,101
0550CZS305,5240.00,S,0077,0603,2,0550,100.00,7,북원주IC-신평JC,0,101
0550CZS310,10710.00,S,0030,0077,2,0550,100.00,6,횡성IC-북원주IC,0,101
0550CZS320,25980.00,S,0035,0030,2,0550,100.00,5,홍천IC-횡성IC,0,101
0550CZS330,10370.00,S,0109,0035,2,0550,100.00,4,춘천JC-홍천IC,0,101
0550CZS340,12400.00,S,0501,0109,2,0550,100.00,3,춘천TG-춘천JC,0,101
0550CZS345,2000.00,S,0495,0501,2,0550,100.00,2,춘천IC-춘천TG,0,101
0550CZS350,50.00,S,0457,0495,2,0550,100.00,1,중앙고속국도종점-춘천IC,0,101
0552CZE050,9350.00,E,0147,0346,2,0552,110.00,1,대동JC-상동IC,0,109
0552CZE060,15800.00,E,0346,0345,2,0552,110.00,2,상동IC-삼랑진IC,0,109
0552CZE070,7800.00,E,0345,0331,2,0552,110.00,3,삼랑진IC-남밀양IC,0,109
0552CZE080,5800.00,E,0331,0332,2,0552,110.00,4,남밀양IC-밀양IC,0,109
0552CZE085,1890.00,E,0332,1025,2,0552,110.00,5,밀양IC-밀양JC,0,109
0552CZE090,16210.00,E,1025,0333,2,0552,110.00,6,밀양JC-청도IC,0,109
0552CZE100,22500.00,E,0333,0344,2,0552,110.00,7,청도IC-수성IC,0,109
0552CZE110,3300.00,E,0344,0343,2,0552,110.00,8,수성IC-동대구IC,0,109
0552CZE120,2500.00,E,0343,0010,2,0552,110.00,9,동대구IC-동대구JC,0,109
0552CZS050,9350.00,S,0346,0147,2,0552,110.00,9,상동IC-대동JC,0,109
0552CZS060,15800.00,S,0345,0346,2,0552,110.00,8,삼랑진IC-상동IC,0,109
0552CZS070,7800.00,S,0331,0345,2,0552,110.00,7,남밀양IC-삼랑진IC,0,109
0552CZS080,5800.00,S,0332,0331,2,0552,110.00,6,밀양IC-남밀양IC,0,109
0552CZS085,1890.00,S,1025,0332,2,0552,110.00,5,밀양JC-밀양IC,0,109
0552CZS090,16210.00,S,0333,1025,2,0552,110.00,4,청도IC-밀양JC,0,109
0552CZS100,22500.00,S,0344,0333,2,0552,110.00,3,수성IC-청도IC,0,109
0552CZS110,3300.00,S,0343,0344,2,0552,110.00,2,동대구IC-수성IC,0,109
0552CZS120,2500.00,S,0010,0343,2,0552,110.00,1,동대구JC-동대구IC,0,109
0600CZE010,960.00,E,0235,0398,2,0600,80.00,1,강일IC-선동IC,0,108
0600CZE020,960.00,E,0398,0399,2,0600,80.00,2,선동IC-미사IC,0,108
0600CZE030,2030.00,E,0399,0400,2,0600,100.00,3,미사IC-덕소삼패IC,0,108
0600CZE040,3870.00,E,0400,0401,2,0600,100.00,4,덕소삼패IC-남양주TG,0,108
0600CZE050,7040.00,E,0401,0402,2,0600,100.00,5,남양주TG-화도IC,0,108
0600CZE060,5300.00,E,0402,0403,2,0600,100.00,6,화도IC-서종IC,0,108
0600CZE070,12880.00,E,0403,0404,2,0600,100.00,7,서종IC-설악IC,0,108
0600CZE080,14200.00,E,0404,0383,2,0600,100.00,8,설악IC-강촌IC,0,108
0600CZE090,9030.00,E,0383,0384,2,0600,100.00,9,강촌IC-남춘천IC,0,108
0600CZE100,510.00,E,0384,0385,2,0600,100.00,10,남춘천IC-동산TG,0,108
0600CZE110,4880.00,E,0385,0406,2,0600,100.00,11,동산TG-조양IC,0,108
0600CZE120,110.00,E,0406,0109,2,0600,100.00,12,조양IC-춘천JC,0,108
0600CZE130,16710.00,E,0109,0458,2,0600,100.00,13,춘천JC-동홍천IC,0,101
0600CZE140,16730.00,E,0458,0631,2,0600,100.00,14,동홍천IC-내촌IC,0,101
0600CZE150,20420.00,E,0631,0632,2,0600,100.00,15,내촌IC-인제IC,0,101
0600CZE160,12430.00,E,0632,0633,2,0600,100.00,16,인제IC-인제터널,0,101
0600CZE165,12790.00,E,0633,0634,2,0600,100.00,17,인제터널-서양양IC,0,101
0600CZE170,10220.00,E,0634,0605,2,0600,100.00,18,서양양IC-양양JC,0,101
0600CZS010,960.00,S,0398,0235,2,0600,80.00,18,선동IC-강일IC,0,108
0600CZS020,960.00,S,0399,0398,2,0600,80.00,17,미사IC-선동IC,0,108
0600CZS030,2030.00,S,0400,0399,2,0600,100.00,16,덕소삼패IC-미사IC,0,108
0600CZS040,3870.00,S,0401,0400,2,0600,100.00,15,남양주TG-덕소삼패IC,0,108
0600CZS050,7040.00,S,0402,0401,2,0600,100.00,14,화도IC-남양주TG,0,108
0600CZS060,5300.00,S,0403,0402,2,0600,100.00,13,서종IC-화도IC,0,108
0600CZS070,12880.00,S,0404,0403,2,0600,100.00,12,설악IC-서종IC,0,108
0600CZS080,14200.00,S,0383,0404,2,0600,100.00,11,강촌IC-설악IC,0,108
0600CZS090,9030.00,S,0384,0383,2,0600,100.00,10,남춘천IC-강촌IC,0,108
0600CZS100,510.00,S,0385,0384,2,0600,100.00,9,동산TG-남춘천IC,0,108
0600CZS110,4880.00,S,0406,0385,2,0600,100.00,8,조양IC-동산TG,0,108
0600CZS120,110.00,S,0109,0406,2,0600,100.00,7,춘천JC-조양IC,0,108
0600CZS130,16710.00,S,0458,0109,2,0600,100.00,6,동홍천IC-춘천JC,0,101
0600CZS140,16730.00,S,0631,0458,2,0600,100.00,5,내촌IC-동홍천IC,0,101
0600CZS150,20420.00,S,0632,0631,2,0600,100.00,4,인제IC-내촌IC,0,101
0600CZS160,12430.00,S,0633,0632,2,0600,100.00,3,인제터널-인제IC,0,101
0600CZS165,12790.00,S,0634,0633,2,0600,100.00,2,서양양IC-인제터널,0,101
0600CZS170,10220.00,S,0605,0634,2,0600,100.00,1,양양JC-서양양IC,0,101
0650CZE060,9360.00,E,0594,0595,2,0650,100.00,1,근덕IC-삼척IC,0,101
0650CZE070,8700.00,E,0595,0037,2,0650,100.00,2,삼척IC-동해IC,0,101
0650CZE080,8280.00,E,0037,0027,2,0650,100.00,3,동해IC-망상IC,0,101
0650CZE090,6660.00,E,0027,0026,2,0650,100.00,4,망상IC-옥계IC,0,101
0650CZE100,17860.00,E,0026,0381,2,0650,100.00,5,옥계IC-남강릉IC,0,101
0650CZE110,8210.00,E,0381,0025,2,0650,100.00,6,남강릉IC-강릉IC,0,101
0650CZE120,2700.00,E,0025,0024,2,0650,100.00,7,강릉IC-강릉JC,0,101
0650CZE130,7240.00,E,0024,0023,2,0650,100.00,8,강릉JC-북강릉IC,0,101
0650CZE140,9240.00,E,0023,0022,2,0650,100.00,9,북강릉IC-남양양IC,0,101
0650CZE150,15220.00,E,0022,0467,2,0650,80.00,10,남양양IC-하조대IC,0,101
0650CZE160,9670.00,E,0467,0564,2,0650,100.00,11,하조대IC-양양IC,0,101
0650CZE170,10270.00,E,0564,0606,2,0650,100.00,12,양양IC-북양양IC,0,101
0650CZE180,8320.00,E,0606,0607,2,0650,100.00,13,북양양IC-속초IC,0,101
0650CZS060,9360.00,S,0595,0594,2,0650,100.00,13,삼척IC-근덕IC,0,101
0650CZS070,8700.00,S,0037,0595,2,0650,100.00,12,동해IC-삼척IC,0,101
0650CZS080,8280.00,S,0027,0037,2,0650,100.00,11,망상IC-동해IC,0,101
0650CZS090,6660.00,S,0026,0027,2,0650,100.00,10,옥계IC-망상IC,0,101
0650CZS100,17860.00,S,0381,0026,2,0650,100.00,9,남강릉IC-옥계IC,0,101
0650CZS110,8210.00,S,0025,0381,2,0650,100.00,8,강릉IC-남강릉IC,0,101
0650CZS120,2700.00,S,0024,0025,2,0650,100.00,7,강릉JC-강릉IC,0,101
0650CZS130,7240.00,S,0023,0024,2,0650,100.00,6,북강릉IC-강릉JC,0,101
0650CZS140,9240.00,S,0022,0023,2,0650,100.00,5,남양양IC-북강릉IC,0,101
0650CZS150,15220.00,S,0467,0022,2,0650,100.00,4,하조대IC-남양양IC,0,101
0650CZS160,9670.00,S,0564,0467,2,0650,100.00,3,양양IC-하조대IC,0,101
0650CZS170,10270.00,S,0606,0564,2,0650,100.00,2,북양양IC-양양IC,0,101
0650CZS180,8320.00,S,0607,0606,2,0650,100.00,1,속초IC-북양양IC,0,101
0651CZE010,4530.00,E,0593,0592,2,0651,80.00,1,부산울산시점-동부산IC,0,108
0651CZE015,1500.00,E,0592,0386,2,0651,80.00,2,동부산IC-해운대IC,0,108
0651CZE020,7870.00,E,0386,0445,3,0651,100.00,3,해운대IC-기장JC,0,108
0651CZE030,5380.00,E,0445,0388,3,0651,100.00,4,기장JC-장안IC,0,108
0651CZE040,10300.00,E,0388,0389,3,0651,100.00,5,장안IC-온양IC,0,108
0651CZE050,7870.00,E,0389,0390,3,0651,100.00,6,온양IC-청량IC,0,108
0651CZE060,3550.00,E,0390,1028,3,0651,100.00,7,청량IC-울주JC,0,108
0651CZE065,1730.00,E,1028,0442,3,0651,100.00,8,울주JC-문수IC,0,108
0651CZE070,4280.00,E,0442,0405,3,0651,100.00,9,문수IC-울산JCT,0,108
0651CZS010,4530.00,S,0592,0593,2,0651,80.00,9,동부산IC-부산울산시점,0,108
0651CZS015,1500.00,S,0386,0592,2,0651,80.00,8,해운대IC-동부산IC,0,108
0651CZS020,7870.00,S,0445,0386,3,0651,100.00,7,기장IC-해운대IC,0,108
0651CZS030,5380.00,S,0388,0445,3,0651,100.00,6,장안IC-기장IC,0,108
0651CZS040,10300.00,S,0389,0388,3,0651,100.00,5,온양IC-장안IC,0,108
0651CZS050,7870.00,S,0390,0389,3,0651,100.00,4,청량IC-온양IC,0,108
0651CZS060,3550.00,S,1028,0390,3,0651,100.00,3,울주JC-청량IC,0,108
0651CZS065,1730.00,S,0442,1028,3,0651,100.00,2,문수IC-울주JC,0,108
0651CZS070,4280.00,S,0405,0442,3,0651,100.00,1,울산JCT-문수IC,0,108
0652CZE010,8150.00,E,0405,0579,2,0652,100.00,1,울산JCT~범서IC,0,101
0652CZE020,14560.00,E,0579,0580,2,0652,100.00,2,범서IC~남경주IC,0,101
0652CZE030,11560.00,E,0580,0581,2,0652,100.00,3,남경주IC~동경주IC,0,101
0652CZE040,19410.00,E,0581,0583,2,0652,100.00,4,동경주IC~남포항IC,0,101
0652CZS010,8150.00,S,0579,0405,2,0652,100.00,4,울산JCT~범서IC,0,101
0652CZS020,14560.00,S,0580,0579,2,0652,100.00,3,범서IC~남경주IC,0,101
0652CZS030,11560.00,S,0581,0580,2,0652,100.00,2,남경주IC~동경주IC,0,101
0652CZS040,19410.00,S,0583,0581,2,0652,100.00,1,동경주IC~남포항IC,0,101
1000CZE010,4160.00,E,0273,0272,4,1000,100.00,1,판교JC-성남IC,0,101
1000CZE020,240.00,E,0272,0275,4,1000,100.00,2,성남IC-성남TG,0,101
1000CZE030,4960.00,E,0275,0232,4,1000,100.00,3,성남TG-송파IC,0,101
1000CZE040,5000.00,E,0232,0254,4,1000,100.00,4,송파IC-서하남IC,0,101
1000CZE050,4960.00,E,0254,0253,4,1000,100.00,5,서하남IC-하남JC,0,101
1000CZE060,2530.00,E,0253,0236,6,1000,100.00,6,하남JC-상일IC,0,101
1000CZE070,3040.00,E,0236,0235,6,1000,100.00,7,상일IC-강일IC,0,101
1000CZE080,990.00,E,0235,0267,4,1000,100.00,8,강일IC-토평IC,0,101
1000CZE090,480.00,E,0267,0279,4,1000,100.00,9,토평IC-구리TG,0,101
1000CZE100,1920.00,E,0279,0251,4,1000,100.00,10,구리TG-남양주IC,0,101
1000CZE110,1900.00,E,0251,0249,4,1000,100.00,11,남양주IC-구리IC,0,101
1000CZE120,2730.00,E,0249,0248,4,1000,100.00,12,구리IC-퇴계원IC,0,101
